sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
29524,Normal/Others,Installation of Solar High Mast near Anandamoyee,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Anandamoyee,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,289235.0
29525,Normal/Others,Abdasa talukana rampar abda gaame sahil park vistar paase karigar koman workshed,Gujarat,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Abdasa talukana rampar abda gaame sahil park vistar paase karigar koman workshed,Vinod Chavda,KACHCHH(SC),Images,2026-03-16,400000.0
29526,Normal/Others,Installation of Solar High Mast near Pragati Welfare Society,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Pragati Welfare Society,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,288400.0
29527,Normal/Others,Installation of Solar High Mast near Sahid Samriti Mancha,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Sahid Samriti Mancha,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,289235.0
29528,Normal/Others,Installation of Solar High Mast near Sahapur Football Ground,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Sahapur Football Ground,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,288818.0
29529,Normal/Others,Installation of Solar High Mast near Maa Ganga Readymade Bazar,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Maa Ganga Readymade Bazar,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,288400.0
29530,Normal/Others,"construction of cc road from banu behera house to RD road, vill-Gahandia, GP-Talapada",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),"construction of cc road from banu behera house to RD road, vill-Gahandia, GP-Talapada",Ananta Nayak,KEONJHAR(ST),Images,2026-03-16,300000.0
29531,Normal/Others,Installation of Solar High Mast near Krishna Paul House,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Krishna Paul House,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,288818.0
29532,Normal/Others,Wall work for the (surajpura) school next to the primary school 2024-2025,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Wall work for the (surajpura) school next to the primary school 2024-2025,Geniben Nagaji Thakor,BANASKANTHA,Images,2026-03-12,300000.0
29533,Normal/Others,Installation of Solar High Mast near Agraduth Club,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Agraduth Club,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,289235.0
29534,Normal/Others,Installation of Solar High Mast near Biman Bahini Club,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Biman Bahini Club,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,288818.0
29535,Normal/Others,Installation of Solar High Mast near Durgapur Primary School,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar High Mast near Durgapur Primary School,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,289235.0
29536,Normal/Others,Installation of Solar Street Lights 10NOS near Nabin Shimla,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Nabin Shimla,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29537,Normal/Others,Installation of Solar Street Lights 10NOS near Biplabi Khudiram S.K.U.S,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Biplabi Khudiram S.K.U.S,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29538,Normal/Others,Babloo Paswan ke ghar se Vinod Chaudhary ke ghar ki or PCC work,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Babloo Paswan ke ghar se Vinod Chaudhary ke ghar ki or PCC work,Raja Ram Singh,KARAKAT,Images,2026-03-25,295807.0
29539,Normal/Others,"CONSTRUCTION OF COMMUNITY CENTER AT ATHAGARH MAHOSTAV FIELD, ATHAGARH NAC WARD NO.08, NEAR BLOCK OFFICE, ATHAGARH, CUTTACK",Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"CONSTRUCTION OF COMMUNITY CENTER AT ATHAGARH MAHOSTAV FIELD, ATHAGARH NAC WARD NO.08, NEAR BLOCK OFFICE, ATHAGARH, CUTTACK",Bhartruhari Mahtab,CUTTACK,Images,2026-03-12,950000.0
29540,Normal/Others,Installation of Solar Street Lights 10NOS near Rajnagar Rathtala,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Rajnagar Rathtala,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29541,Normal/Others,Installation of Solar Street Lights 10NOS near Rajnagar Bridge,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Rajnagar Bridge,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29542,Normal/Others,Installation of Solar Street Lights 10NOS near Tearberia High School,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Tearberia High School,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29543,Normal/Others,Installation of Solar Light at Cremation Ground of Ahammadpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Ahammadpur Village.,Sambit Patra,PURI,,2026-03-12,40000.0
29544,Normal/Others,Installation of Solar Street Lights 10NOS near Balitora SK Minajuddin House,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Balitora SK Minajuddin House,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29545,Normal/Others,Installation of Solar Street Lights 10NOS near Tamuhani Steel Bridge,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Tamuhani Steel Bridge,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29546,Normal/Others,"SITC of CCTV Cameras for Jagaddal Police Station areas under Bhatpara Municipality, (scope of work under ward no 18 -35)",West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),"SITC of CCTV Cameras for Jagaddal Police Station areas under Bhatpara Municipality, (scope of work under ward no 18 -35)",Partha Bhowmick,BARRACKPUR,Images,2026-03-12,4150000.0
29547,Normal/Others,Installation of Solar Street Lights 10NOS near Barasat Bazar,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Barasat Bazar,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29548,Normal/Others,Installation of Solar Street Lights 10NOS near Ajodhanath,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Ajodhanath,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29549,Normal/Others,Installation of Solar Light at Cremation Ground of Biraramachandrapur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Biraramachandrapur Village.,Sambit Patra,PURI,,2026-03-12,40000.0
29550,Normal/Others,Installation of Solar Street Lights 10NOS near Manikpara,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Manikpara,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29551,Normal/Others,Installation of Solar Street Lights 10NOS near Nabakunja,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Nabakunja,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29552,Normal/Others,Installation of Solar Street Lights 10NOS near Gadaipur Bathtala,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Gadaipur Bathtala,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29553,Normal/Others,Installation of Solar Street Lights 10NOS near Durgapur Aswathatala,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Durgapur Aswathatala,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29554,Normal/Others,Installation of Solar Street Lights 10NOS near Jotisob Pulin Dolai House,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Jotisob Pulin Dolai House,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29555,Normal/Others,Installation of Solar Light at Cremation Ground of Banbarada Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Banbarada Village.,Sambit Patra,PURI,,2026-03-12,40000.0
29556,Normal/Others,Installation of Solar Street Lights 10NOS near Chakboyalia Biswanath Rana Shop,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Chakboyalia Biswanath Rana Shop,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29557,Normal/Others,Installation of Solar Street Lights 10NOS near Gobindanagar Samanta Para,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Gobindanagar Samanta Para,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29558,Normal/Others,Installation of Solar Street Lights 10NOS near Haritala Football Ground,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Haritala Football Ground,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29559,Normal/Others,Installation of Solar Street Lights 10NOS near Durgapur Haritola,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Durgapur Haritola,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29560,Normal/Others,Installation of Solar Street Lights 10NOS near Banskhal,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Banskhal,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29561,Normal/Others,Installation of Solar Street Lights 10NOS near Maity Para,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Maity Para,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29562,Normal/Others,Installation of Solar Street Lights 10NOS near Dhankal,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Dhankal,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29563,Normal/Others,"Prakhand- Obra, Panchayat -Bel, Gram- Jagya me Lalan Singh ke ghar se Paani tanki ki or PCC Karya",Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),"Prakhand- Obra, Panchayat -Bel, Gram- Jagya me Lalan Singh ke ghar se Paani tanki ki or PCC Karya",Raja Ram Singh,KARAKAT,Images,2026-03-25,694469.0
29564,Normal/Others,Installation of Solar Street Lights 10NOS near Makarampur,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),Installation of Solar Street Lights 10NOS near Makarampur,Deepak (Dev) Adhikari,GHATAL,Images,2026-04-09,349867.0
29565,Normal/Others,Providing and supply of 12 mtr Highmast Light (LED) near Vaniyar Oorani at Thiruvengadam Road in Sankarankovil Municipality,Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),Providing and supply of 12 mtr Highmast Light (LED) near Vaniyar Oorani at Thiruvengadam Road in Sankarankovil Municipality,Rani Sri Kumar,TENKASI(SC),Images,2026-03-12,423479.0
29566,Normal/Others,"Providing and supply of 12 mtr Highmast Light (LED) near social welfare hostel, Kaveri Nagar opposite at Sankarankovil Municipality",Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),"Providing and supply of 12 mtr Highmast Light (LED) near social welfare hostel, Kaveri Nagar opposite at Sankarankovil Municipality",Rani Sri Kumar,TENKASI(SC),Images,2026-03-12,423715.0
29567,Normal/Others,Providing Mini High Mast with Glow sign board at Argori in front of Argori More Sansad no VII of Andul GP under A.C -174,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Providing Mini High Mast with Glow sign board at Argori in front of Argori More Sansad no VII of Andul GP under A.C -174,Prasun Banerjee,HOWRAH,Images,2026-03-12,149985.0
29568,Normal/Others,creation of concrete road from house of Vamanrao Salunkhe to Prakash Thorat House,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),creation of concrete road from house of Vamanrao Salunkhe to Prakash Thorat House,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,SATARA,,2026-03-12,500000.0
29569,Normal/Others,Providing Mini High Mast with Glow sign board at Argori in front of A.C. Milon Club Sansad no V of Andul GP under A.C -174,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Providing Mini High Mast with Glow sign board at Argori in front of A.C. Milon Club Sansad no V of Andul GP under A.C -174,Prasun Banerjee,HOWRAH,Images,2026-03-12,149985.0
29570,Normal/Others,"Construction of cement concrete road from Basudeb Dhara house to Barun Pramanik house of 200 mtr. Length, width 2.20 mtr. at Thanamakua G.P under AC 173 in MPLAD",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"Construction of cement concrete road from Basudeb Dhara house to Barun Pramanik house of 200 mtr. Length, width 2.20 mtr. at Thanamakua G.P under AC 173 in MPLAD",Prasun Banerjee,HOWRAH,Images,2026-03-12,249906.0
29571,Normal/Others,"Construction of cement concrete road from Apurba Basu house to Satsang Ashram of 250 mtr. Length, width 2.5 mtr. at Thanamakua G.P under AC 173 in MPLAD",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"Construction of cement concrete road from Apurba Basu house to Satsang Ashram of 250 mtr. Length, width 2.5 mtr. at Thanamakua G.P under AC 173 in MPLAD",Prasun Banerjee,HOWRAH,Images,2026-03-12,349816.0
29572,Normal/Others,Financial assistance to Ri Bhoi traditional healers association(RBTHA) for procurment of equipments,Meghalaya,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),Financial assistance to Ri Bhoi traditional healers association(RBTHA) for procurment of equipments,Andrew J. Syngkon,SHILLONG,,2026-03-22,500000.0
29573,Normal/Others,Const. of Hall near Gorakh Nath Mandir on Panchayat land,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),Const. of Hall near Gorakh Nath Mandir on Panchayat land,Deepender Singh Hooda,ROHTAK,Images,2026-03-13,947837.0
29574,Normal/Others,Construction of a CC Road at the ground in the Eidgah under Nagar Panchayat Wadsa Ta Wadsa Dist Gadchiroli,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),Construction of a CC Road at the ground in the Eidgah under Nagar Panchayat Wadsa Ta Wadsa Dist Gadchiroli,Kirsan Namdeo,GADCHIROLI-CHIMUR(ST),Images,2026-03-18,992900.0
29575,Normal/Others,Construction of CC road from the house of Mr Samsuddin to the house of Mr Jummi via the house of Mr Anwar Mansuri in ward no 11 of Nagar Palika Parishad Mainpuri of Vidhan Sabha Mainpuri Block Tehsil Mainpuri Sadar distance 150 meters By Mr Shafi Mansuri Member of Council Ward no 11 Mahmood Nagar Anshak Dariba Mobile no 7017106869,Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Construction of CC road from the house of Mr Samsuddin to the house of Mr Jummi via the house of Mr Anwar Mansuri in ward no 11 of Nagar Palika Parishad Mainpuri of Vidhan Sabha Mainpuri Block Tehsil Mainpuri Sadar distance 150 meters By Mr Shafi Mansuri Member of Council Ward no 11 Mahmood Nagar Anshak Dariba Mobile no 7017106869,Dimple Yadav,MAINPURI,Images,2026-07-20,1492939.0
29576,Normal/Others,"Hajipur Nagar Parishad, Ward No. 28 Me Doctor Archana Ojha Ke Ghar Se Shankar Bhagat, Ganesh Paswan Ke Ghar hote Hue Girish Chaudhary Ke Ghar Tak PCC Sadak Nirman",Bihar,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),"Hajipur Nagar Parishad, Ward No. 28 Me Doctor Archana Ojha Ke Ghar Se Shankar Bhagat, Ganesh Paswan Ke Ghar hote Hue Girish Chaudhary Ke Ghar Tak PCC Sadak Nirman",Chirag Paswan,HAJIPUR(SC),,2026-03-13,983916.0
29577,Normal/Others,In front of Shri Satyabhans house in village Bamiya of Gram Panchayat Paraukha of district Mainpuri assembly Bhogaon tehsil Bhogaon block Bewar from main road village Bamiya via Gama Devi temple to the Samadhi of Shri Mewaram Yadav CC road construction work distance 50 meters Mrs Anita Yadav Mob 8923724192,Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),In front of Shri Satyabhans house in village Bamiya of Gram Panchayat Paraukha of district Mainpuri assembly Bhogaon tehsil Bhogaon block Bewar from main road village Bamiya via Gama Devi temple to the Samadhi of Shri Mewaram Yadav CC road construction work distance 50 meters Mrs Anita Yadav Mob 8923724192,Dimple Yadav,MAINPURI,Images,2026-07-20,576054.0
29578,Normal/Others,"Const. of C.C. road from Mangala Temple to Patana Sirapur Primary School village Patana Sirapur, Sajanpur GP.",Odisha,Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA),"Const. of C.C. road from Mangala Temple to Patana Sirapur Primary School village Patana Sirapur, Sajanpur GP.",Avimanyu Sethi,BHADRAK(SC),Images,2026-03-13,200000.0
29579,Normal/Others,"Construction of stairs at village Basvariya, Ward No. 6 under Mahuawa East Panchayat in Chiraiya block, near the Bihar government building. amount of 1000000 ten lakhs rupees.",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),"Construction of stairs at village Basvariya, Ward No. 6 under Mahuawa East Panchayat in Chiraiya block, near the Bihar government building. amount of 1000000 ten lakhs rupees.",Lovely Anand,SHEOHAR,,2026-03-13,996169.0
29580,Normal/Others,Purchase and providing one water tanker to GP Bamla 1st for drinking water purposes,Haryana,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),Purchase and providing one water tanker to GP Bamla 1st for drinking water purposes,Dharambir Singh,BHIWANI MAHENDRAGARH,,2026-04-21,180000.0
29581,Normal/Others,"Digging of bore well near Kanakadurga temple near Gunti Bebamma house, Eswaramadharam",Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well near Kanakadurga temple near Gunti Bebamma house, Eswaramadharam",Ramasahayam Raghuram Reddy,KHAMMAM,Images,2026-03-13,
29582,Normal/Others,"Purchase of Smart Class Board for the Government Boys Higher Secondary School, Renganathan Pettai.",Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),"Purchase of Smart Class Board for the Government Boys Higher Secondary School, Renganathan Pettai.",S Jothimani,KARUR,Images,2026-03-16,199966.0
29583,Normal/Others,Anusuchit jati Vistarma Devjibhai Khimsuriyana Ghar thi Prathmik Shala taraf tatha Antrik sheri ma paver block nu kaam,Gujarat,RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),Anusuchit jati Vistarma Devjibhai Khimsuriyana Ghar thi Prathmik Shala taraf tatha Antrik sheri ma paver block nu kaam,Parshottambhai Rupala,RAJKOT,,2026-03-13,500000.0
29584,Normal/Others,Construction of bus shelter in madavakurichi at manur panchayat union,Tamil Nadu,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),Construction of bus shelter in madavakurichi at manur panchayat union,Robert Bruce C,TIRUNELVELI,Images,2026-03-13,799714.0
29585,Normal/Others,33-11 KV Vidyut Upkendra Kasampur Tanda se Poshit Rajswa Gram Faizabad ka Gram Maganpura Badshahibagh mein Madrasa Darul Uloom Nizamiya ke paas 25 KVA ka Parivartak evam Vidyutikaran Karya,Uttar Pradesh,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),33-11 KV Vidyut Upkendra Kasampur Tanda se Poshit Rajswa Gram Faizabad ka Gram Maganpura Badshahibagh mein Madrasa Darul Uloom Nizamiya ke paas 25 KVA ka Parivartak evam Vidyutikaran Karya,Imran Masood,SAHARANPUR,Images,2026-03-20,113721.0
29586,Repair And Renovation,Special repairs to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Special repairs to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Godam Nagesh,ADILABAD(ST),Images,2026-03-13,299722.0
29587,Normal/Others,Construction of Toilets to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Construction of Toilets to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Godam Nagesh,ADILABAD(ST),Images,2026-03-13,299070.0
29588,Normal/Others,Construction of Compound wall to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Construction of Compound wall to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Godam Nagesh,ADILABAD(ST),Images,2026-03-13,398974.0
29589,Normal/Others,Construction of Bus shelter at Manthithoppu Village in Manthithoppu Panchayat in Kovilpatti Panchayat Union,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Construction of Bus shelter at Manthithoppu Village in Manthithoppu Panchayat in Kovilpatti Panchayat Union,Kanimozhi Karunanidhi,THOOTHUKKUDI,Images,2026-03-13,695085.0
29590,Normal/Others,Installation of Solar Light at Cremation Ground of Chaudabatia Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Chaudabatia Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29591,Normal/Others,Installation of Solar Light at Cremation Ground of Baral Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Baral Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29592,Normal/Others,Construction of Community Hall at House No 3-29 Ward No 06 in Kurella Village of Koheda Mandal,Telangana,SIDDIPET(District Collector Siddipet_IDA),Construction of Community Hall at House No 3-29 Ward No 06 in Kurella Village of Koheda Mandal,Sanjay Kumar Bandi,KARIMNAGAR,,2026-03-13,500000.0
29593,Normal/Others,"Digging of bore well and installing hand pump at Vangala Bhaskar house near Bodrayi, Mandati Narasayigudem, Eswaramadharam",Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well and installing hand pump at Vangala Bhaskar house near Bodrayi, Mandati Narasayigudem, Eswaramadharam",Ramasahayam Raghuram Reddy,KHAMMAM,Images,2026-03-13,
29594,Normal/Others,PEWER BLOCK WORK IN PARVATBHAI KALABHAI FALIYA,Gujarat,Mahisagar(COLLECTOR MAHISAGAR_IDA),PEWER BLOCK WORK IN PARVATBHAI KALABHAI FALIYA,Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,Images,2026-03-13,100000.0
29595,Normal/Others,"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE RAMGARH, MAI AABADI STHAN",Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE RAMGARH, MAI AABADI STHAN",Murari Lal Meena,DAUSA(ST),,2026-03-13,499730.0
29596,Normal/Others,"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE CHANDPUR, NEAR DEV STHAN",Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE CHANDPUR, NEAR DEV STHAN",Murari Lal Meena,DAUSA(ST),,2026-03-13,497332.0
29597,Normal/Others,"Digging of Bore well and installing Handpump at Bhukya Dharma house, Bhagathveedu thanda",Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of Bore well and installing Handpump at Bhukya Dharma house, Bhagathveedu thanda",Ramasahayam Raghuram Reddy,KHAMMAM,Images,2026-03-13,
29598,Normal/Others,"Infrastructure Development of Sankardev Sishu Niketan, Sripani, Sissiborgaon LAC under MPLADS, 2025-26",Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Infrastructure Development of Sankardev Sishu Niketan, Sripani, Sissiborgaon LAC under MPLADS, 2025-26",Pradan Baruah,LAKHIMPUR,Images,2026-03-13,499940.0
29599,Normal/Others,Installation of Solar Light at Cremation Ground of Sukal Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Sukal Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29600,Normal/Others,"Digging of bore well and installing handpump at Cremitoria, Mangaligudem village, Khammam Rural",Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well and installing handpump at Cremitoria, Mangaligudem village, Khammam Rural",Ramasahayam Raghuram Reddy,KHAMMAM,Images,2026-03-13,
29601,Normal/Others,Concreting the area around the memorial of Sir Senapati Balasaheb Thackeray in Kopargaon city,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),Concreting the area around the memorial of Sir Senapati Balasaheb Thackeray in Kopargaon city,Bhausaheb Rajaram Wakchaure,SHIRDI(SC),Images,2026-03-14,986613.0
29602,Normal/Others,"Digging of bore well and installing handpump at Talari Papaiah house, Pedda Munagala village of Konijerla mandal",Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well and installing handpump at Talari Papaiah house, Pedda Munagala village of Konijerla mandal",Ramasahayam Raghuram Reddy,KHAMMAM,Images,2026-03-13,71905.0
29603,Normal/Others,"Soil, brick flooring and PCC casting work",Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),"Soil, brick flooring and PCC casting work",Rajesh Verma,KHAGARIA,,2026-03-24,799718.0
29604,Normal/Others,High mask light Gram Agawali Balaji mandir ke pas gram panchayat agawali,Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),High mask light Gram Agawali Balaji mandir ke pas gram panchayat agawali,Murari Lal Meena,DAUSA(ST),,2026-03-13,496801.0
